+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                               ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                           ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; comb_3|sin_hw|b2v_inst|sinhw_altfp_sincos_47e_component|ccc_cordic_m|cata_8_cordic_atan                                                                                             ; 1     ; 32             ; 0            ; 32             ; 34     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|sin_hw|b2v_inst|sinhw_altfp_sincos_47e_component|ccc_cordic_m|cata_7_cordic_atan                                                                                             ; 1     ; 32             ; 0            ; 32             ; 34     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|sin_hw|b2v_inst|sinhw_altfp_sincos_47e_component|ccc_cordic_m|cata_6_cordic_atan                                                                                             ; 1     ; 31             ; 0            ; 31             ; 34     ; 31              ; 31            ; 31              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|sin_hw|b2v_inst|sinhw_altfp_sincos_47e_component|ccc_cordic_m|cata_5_cordic_atan                                                                                             ; 1     ; 27             ; 0            ; 27             ; 34     ; 27              ; 27            ; 27              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|sin_hw|b2v_inst|sinhw_altfp_sincos_47e_component|ccc_cordic_m|cata_4_cordic_atan                                                                                             ; 1     ; 24             ; 0            ; 24             ; 34     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|sin_hw|b2v_inst|sinhw_altfp_sincos_47e_component|ccc_cordic_m|cata_3_cordic_atan                                                                                             ; 1     ; 23             ; 0            ; 23             ; 34     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|sin_hw|b2v_inst|sinhw_altfp_sincos_47e_component|ccc_cordic_m|cata_2_cordic_atan                                                                                             ; 1     ; 21             ; 0            ; 21             ; 34     ; 21              ; 21            ; 21              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|sin_hw|b2v_inst|sinhw_altfp_sincos_47e_component|ccc_cordic_m|cata_1_cordic_atan                                                                                             ; 1     ; 14             ; 0            ; 14             ; 34     ; 14              ; 14            ; 14              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|sin_hw|b2v_inst|sinhw_altfp_sincos_47e_component|ccc_cordic_m|cata_13_cordic_atan                                                                                            ; 1     ; 34             ; 1            ; 34             ; 34     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|sin_hw|b2v_inst|sinhw_altfp_sincos_47e_component|ccc_cordic_m|cata_12_cordic_atan                                                                                            ; 1     ; 34             ; 1            ; 34             ; 34     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|sin_hw|b2v_inst|sinhw_altfp_sincos_47e_component|ccc_cordic_m|cata_11_cordic_atan                                                                                            ; 1     ; 34             ; 1            ; 34             ; 34     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|sin_hw|b2v_inst|sinhw_altfp_sincos_47e_component|ccc_cordic_m|cata_10_cordic_atan                                                                                            ; 1     ; 33             ; 0            ; 33             ; 34     ; 33              ; 33            ; 33              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|sin_hw|b2v_inst|sinhw_altfp_sincos_47e_component|ccc_cordic_m|cata_0_cordic_atan                                                                                             ; 1     ; 16             ; 0            ; 16             ; 34     ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|sin_hw|b2v_inst|sinhw_altfp_sincos_47e_component|ccc_cordic_m                                                                                                                ; 39    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|sin_hw|b2v_inst|sinhw_altfp_sincos_47e_component                                                                                                                             ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|sin_hw|b2v_inst                                                                                                                                                              ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|sin_hw                                                                                                                                                                       ; 41    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|pio                                                                                                                                                                          ; 38    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|memory|the_altsyncram|auto_generated|mux2                                                                                                                                    ; 227   ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|memory|the_altsyncram|auto_generated|decode3                                                                                                                                 ; 4     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|memory|the_altsyncram|auto_generated                                                                                                                                         ; 55    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|memory                                                                                                                                                                       ; 59    ; 1              ; 1            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cpu|cpu                                                                                                                                                                      ; 0     ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cpu                                                                                                                                                                          ; 151   ; 2              ; 0            ; 2              ; 115    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst1|reg_instance                                                                                                                                                ; 38    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst1                                                                                                                                                             ; 41    ; 0              ; 1            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|cmul|auto_generated                                                                                                         ; 73    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|sft|auto_generated                                                                                                          ; 42    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|quadrantsum_add|auto_generated                                                                                              ; 73    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|mantissanorm_add|auto_generated                                                                                             ; 46    ; 0              ; 0            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|exponentnormmode_sub|auto_generated                                                                                         ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|exponentnorm_add|auto_generated                                                                                             ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder22|altpriority_encoder16|altpriority_encoder14|altpriority_encoder12           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder22|altpriority_encoder16|altpriority_encoder14|altpriority_encoder11           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder22|altpriority_encoder16|altpriority_encoder14                                 ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder22|altpriority_encoder16|altpriority_encoder13|altpriority_encoder12           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder22|altpriority_encoder16|altpriority_encoder13|altpriority_encoder11           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder22|altpriority_encoder16|altpriority_encoder13                                 ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder22|altpriority_encoder16                                                       ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder22|altpriority_encoder15|altpriority_encoder14|altpriority_encoder12           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder22|altpriority_encoder15|altpriority_encoder14|altpriority_encoder11           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder22|altpriority_encoder15|altpriority_encoder14                                 ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder22|altpriority_encoder15|altpriority_encoder13|altpriority_encoder12           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder22|altpriority_encoder15|altpriority_encoder13|altpriority_encoder11           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder22|altpriority_encoder15|altpriority_encoder13                                 ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder22|altpriority_encoder15                                                       ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder22                                                                             ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder16|altpriority_encoder14|altpriority_encoder12           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder16|altpriority_encoder14|altpriority_encoder11           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder16|altpriority_encoder14                                 ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder16|altpriority_encoder13|altpriority_encoder12           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder16|altpriority_encoder13|altpriority_encoder11           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder16|altpriority_encoder13                                 ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder16                                                       ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder15|altpriority_encoder14|altpriority_encoder12           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder15|altpriority_encoder14|altpriority_encoder11           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder15|altpriority_encoder14                                 ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder15|altpriority_encoder13|altpriority_encoder12           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder15|altpriority_encoder13|altpriority_encoder11           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder15|altpriority_encoder13                                 ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21|altpriority_encoder15                                                       ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18|altpriority_encoder21                                                                             ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder18                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder16|altpriority_encoder14|altpriority_encoder12           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder16|altpriority_encoder14|altpriority_encoder11           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder16|altpriority_encoder14                                 ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder16|altpriority_encoder13|altpriority_encoder12           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder16|altpriority_encoder13|altpriority_encoder11           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder16|altpriority_encoder13                                 ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder16                                                       ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder15|altpriority_encoder14|altpriority_encoder12           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder15|altpriority_encoder14|altpriority_encoder11           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder15|altpriority_encoder14                                 ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder15|altpriority_encoder13|altpriority_encoder12           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder15|altpriority_encoder13|altpriority_encoder11           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder15|altpriority_encoder13                                 ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20|altpriority_encoder15                                                       ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder20                                                                             ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder6|altpriority_encoder14|altpriority_encoder12            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder6|altpriority_encoder14|altpriority_encoder11            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder6|altpriority_encoder14                                  ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder6|altpriority_encoder13|altpriority_encoder12            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder6|altpriority_encoder13|altpriority_encoder11            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder6|altpriority_encoder13                                  ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder6                                                        ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder5|altpriority_encoder8|altpriority_encoder12             ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder5|altpriority_encoder8|altpriority_encoder11             ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder5|altpriority_encoder8                                   ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder5|altpriority_encoder7|altpriority_encoder9              ; 2     ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder5|altpriority_encoder7|altpriority_encoder10             ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder5|altpriority_encoder7                                   ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19|altpriority_encoder5                                                        ; 8     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17|altpriority_encoder19                                                                             ; 16    ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz|altpriority_encoder17                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|clz                                                                                                                         ; 64    ; 32             ; 0            ; 32             ; 6      ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|crr_fp_range1|mult23x56|auto_generated                                                                                      ; 82    ; 0              ; 0            ; 0              ; 79     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; comb_3|cos_hw|b2v_inst|coshw_altfp_sincos_u6e_component|crr_fp_range1|fp_lsft_rsft78|auto_generated                                                                                 ; 89    ; 0              ; 0            ; 0              ; 78     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
